区域,卧室数,客厅数,房屋面积,楼层高低,是否是地铁房,是否是学区房,价格（万/m2）
朝阳,3,2,148.9,低,1,0,6.76
海淀,3,2,138.7,中,1,0,6.34
东城,1,1,52.6,低,1,1,8.25
西城,3,1,88.7,高,1,1,9.15
海淀,1,1,56.4,高,1,0,6.64
西城,4,2,185.1,高,1,1,8.75
石景山,2,1,59.9,高,0,0,3.51
西城,2,1,97.5,中,1,1,9.4
丰台,2,2,116,低,0,0,4.97
丰台,3,3,160.2,低,0,0,4.34
海淀,2,1,116.4,中,1,1,8.62
东城,2,1,51.8,低,1,1,8.26
西城,3,1,164,低,1,1,9.34
海淀,2,1,67.3,高,1,0,6.64
朝阳,2,1,104.7,低,1,0,5.81
西城,3,2,120.2,高,1,0,7.51
西城,1,1,70.4,低,1,0,9.37
海淀,2,2,100.8,高,1,1,7.27
丰台,1,1,75,低,0,0,4.79
海淀,2,1,58.9,中,1,0,7.25
石景山,3,1,113.6,高,0,0,3.84
东城,3,1,75.8,中,0,0,4.95
朝阳,3,2,124.4,中,0,0,4.74
石景山,1,1,61.2,中,1,0,4.03
石景山,1,1,51.5,高,1,0,4.14
朝阳,4,2,133.3,中,1,1,6.15
东城,4,2,147.3,中,1,0,7.49
石景山,2,2,89.8,高,0,0,5.4
海淀,3,1,84.8,高,1,1,8.55
丰台,2,2,104.9,高,1,0,5.9
西城,3,2,150.2,低,1,0,9.33
丰台,3,2,117,中,0,0,4.84
西城,2,1,60,高,1,1,8.61
丰台,1,1,59.1,高,0,0,4.17
海淀,2,1,57.6,低,0,0,5.78
丰台,2,1,85.4,高,1,0,4.6
海淀,3,1,75.1,中,1,1,7.84
朝阳,3,2,120.5,高,1,0,4.96
朝阳,2,1,59,中,1,0,6.68
石景山,3,1,116.1,低,0,0,4.71
东城,3,1,221,中,1,0,5.29
石景山,1,1,46.2,中,0,0,4.03
丰台,3,1,95.7,低,1,0,5.48
海淀,1,1,51.7,高,1,0,6.68
东城,2,1,97.4,中,1,1,8.43
丰台,3,2,203.9,高,1,0,4.98
海淀,3,2,162.5,高,1,1,9.49
石景山,2,1,75,高,1,0,4.66
东城,2,1,92.3,高,0,0,5.53
海淀,2,1,102.4,低,1,0,6.35
丰台,1,1,67.6,低,1,0,4.13
西城,2,1,101.1,高,0,1,9.32
石景山,3,1,57.8,高,1,0,3.96
海淀,2,1,95.6,低,1,1,8.47
朝阳,2,1,57.3,中,1,0,4.91
东城,2,1,80.5,中,1,0,7.39
丰台,3,2,138.3,中,0,0,4.05
东城,3,2,139.9,中,1,0,7.64
东城,2,1,78.5,中,0,0,5.15
东城,2,1,50.4,中,1,1,10.16
海淀,3,1,157.5,中,1,1,8.6
海淀,2,1,60.2,低,1,0,6.97
东城,2,1,88.3,低,1,0,7.6
朝阳,2,1,121.7,中,1,0,5.43
朝阳,2,2,146.3,低,0,0,5.61
丰台,2,1,99.1,低,1,0,4.41
朝阳,5,2,282.5,高,1,0,6.28
西城,3,1,74.4,低,1,1,8.64
西城,2,1,58.9,高,1,1,10.84
丰台,3,2,166.4,中,1,0,4.48
丰台,1,1,58.4,高,1,0,5.37
西城,2,1,59,中,1,0,9
海淀,3,1,77,高,1,1,7.22
海淀,4,2,159.9,低,1,1,9.98
石景山,3,2,109.7,中,1,0,6.07
石景山,2,1,76.1,中,1,0,5.06
朝阳,3,1,82,高,0,0,4.35
石景山,2,2,114.9,低,1,0,6.01
西城,2,1,63.1,中,0,1,10.44
西城,2,1,60.2,高,1,0,9.6
西城,2,1,51.6,中,1,1,9.75
东城,3,1,102.5,中,1,1,6.88
朝阳,1,1,44.3,低,1,0,4.6
西城,1,1,40.7,低,1,0,10.53
西城,1,0,42.1,低,1,1,8.7
丰台,1,1,65.2,高,0,0,4.56
海淀,2,2,96.7,高,0,0,6.75
石景山,1,0,57.8,中,1,0,4.44
朝阳,2,1,103.1,低,1,0,4.9
西城,2,1,59.3,低,1,0,7.42
海淀,1,1,65.9,高,1,1,7.27
石景山,1,1,50.2,高,1,0,4.94
海淀,2,2,119.5,低,0,0,5.21
海淀,3,2,214.5,高,1,0,5.61
丰台,2,1,86.6,中,1,0,4.67
朝阳,2,1,58.6,低,1,0,6.41
海淀,3,2,165.5,中,1,1,7.72
东城,3,1,79,高,1,0,6.77
东城,3,1,73.7,高,1,0,8.94
海淀,3,2,147.5,中,1,1,8.85
东城,2,1,80.5,低,1,0,8.23
石景山,2,1,70.3,低,1,0,5.03
丰台,2,1,87.3,高,1,0,4.56
东城,3,1,59.1,中,1,0,6.8
丰台,2,2,114.4,高,1,0,5.62
西城,1,1,67.8,低,1,1,12.52
朝阳,2,2,66,高,1,1,8.56
朝阳,3,2,171.3,低,0,0,4.46
西城,2,1,67.3,高,1,1,10.32
朝阳,2,1,61,中,1,0,6.6
朝阳,3,2,110.3,中,1,0,6.41
西城,2,1,107.4,中,1,0,8.14
海淀,2,1,63.7,低,1,1,8.6
丰台,4,2,152.4,低,0,0,5.34
海淀,2,1,62.1,高,1,1,8.41
海淀,3,1,76.8,低,1,0,7.12
朝阳,2,2,99.1,高,1,0,4.86
丰台,3,2,123.3,中,1,0,5.84
东城,1,1,60.3,低,1,0,6.79
石景山,2,1,85.1,中,1,0,3.84
朝阳,3,1,76.1,中,1,0,5.48
西城,2,1,53.4,低,1,1,9.85
丰台,2,2,101.1,中,1,0,4.8
丰台,2,1,80.1,低,1,0,5.19
东城,2,2,90.6,低,0,0,7.98
丰台,2,2,91.2,低,1,0,5.53
丰台,2,1,57.1,中,1,0,4.43
朝阳,2,1,55.8,中,1,0,4.78
石景山,2,1,72.5,低,1,0,3.95
东城,1,1,59.5,低,1,1,9.8
西城,1,0,37.1,高,1,0,8.38
朝阳,3,2,157.6,高,1,0,5.91
朝阳,2,1,93.5,高,1,0,4.4
丰台,1,1,56.3,低,1,0,4.6
东城,3,1,166.5,低,1,1,7.82
西城,2,1,70.6,中,1,1,9.88
海淀,2,1,85.2,中,0,0,5.35
东城,2,1,53.4,中,1,0,7.87
海淀,1,1,40.2,高,1,1,9.72
东城,2,1,50.3,高,1,1,7.4
海淀,2,1,60,中,1,0,7.63
石景山,3,1,101.4,高,1,0,4.77
海淀,2,1,101.5,高,1,0,7.04
石景山,2,2,97.4,高,0,0,4.87
丰台,1,1,53,高,1,0,5.11
东城,1,1,41.9,低,1,0,7.67
西城,3,1,87,低,1,0,7.64
东城,2,2,100.4,低,1,1,7.4
丰台,2,1,76.9,中,1,0,4.12
丰台,2,1,95,中,0,0,4.44
西城,1,0,45.3,中,0,0,6.51
东城,3,1,95.7,低,1,1,7.37
朝阳,2,1,49.2,低,1,0,6.41
海淀,1,1,44.6,低,1,1,8.51
东城,2,1,75.8,中,1,0,6.17
西城,1,1,65.2,高,1,0,6.89
朝阳,3,2,139.5,中,0,0,4.65
石景山,2,1,58.1,高,1,0,5.03
东城,2,1,67.8,高,1,0,6.83
东城,3,1,130.9,低,1,1,7
海淀,2,1,61.1,中,1,0,6.4
海淀,2,1,54.8,中,1,1,7.09
西城,5,2,208.9,低,0,0,5.99
西城,3,1,85.9,高,1,0,9.86
海淀,2,1,57.9,低,1,0,7.87
朝阳,1,1,38,低,1,0,5.29
西城,1,0,52.9,高,1,0,6.55
石景山,2,1,58.2,中,0,1,3.79
石景山,2,1,67.2,高,1,0,4.16
朝阳,1,1,60.8,中,1,0,5.85
朝阳,2,1,60.6,高,1,0,5.6
东城,2,1,89.5,低,1,1,7.98
石景山,2,1,112.9,高,1,0,4.71
朝阳,3,2,108.2,中,1,0,4.98
丰台,1,1,72,低,1,0,5.05
海淀,2,1,61.7,低,1,1,8.36
东城,1,0,133.5,中,1,0,6.48
朝阳,3,2,103.5,中,1,0,5.45
丰台,3,1,124.4,高,1,0,5.59
西城,2,1,53.4,中,1,0,9.6
西城,2,1,81.1,中,1,1,9.1
丰台,3,1,128.2,中,1,0,4.34
石景山,3,2,125.7,低,1,0,5.2
海淀,2,2,115.3,高,1,0,7.45
海淀,2,1,62.2,中,1,0,7.45
海淀,4,2,196.8,低,1,1,8.78
丰台,3,2,145.3,高,0,0,5.1
朝阳,3,2,157.5,中,1,0,4.88
海淀,3,2,200,中,1,1,7.19
海淀,1,1,61.3,低,1,0,6.37
朝阳,2,2,104.3,低,1,0,4.79
西城,2,1,68.4,中,1,0,7.34
丰台,1,1,53,中,1,0,5.33
丰台,3,2,152,中,1,0,5.55
石景山,3,2,104.3,高,1,0,5.05
海淀,3,2,160.5,中,0,0,5.83
石景山,3,1,96.5,高,1,0,5.05
东城,3,2,191.9,中,1,1,7.47
石景山,2,2,56.2,低,0,0,4.21
丰台,2,1,90.4,中,1,0,5.66
西城,4,2,169.1,低,1,0,6.67
海淀,2,1,59.5,中,1,0,7.76
东城,2,2,128.2,低,1,0,8.25
海淀,2,2,100.2,中,1,0,5.21
海淀,2,1,63.3,高,0,0,5.98
海淀,3,1,80.8,高,1,1,8.06
海淀,2,2,109.8,中,1,0,5.65
西城,2,1,69.7,高,1,0,9.86
朝阳,1,1,69.4,中,1,0,5.34
丰台,2,1,102.5,低,1,0,3.98
西城,1,0,53.6,高,1,0,8.03
西城,2,1,73.7,高,1,1,10.89
西城,2,1,56.7,低,1,1,11.25
东城,3,1,254.3,中,1,0,6.42
东城,2,1,66,低,1,1,8.43
朝阳,2,1,96.8,低,1,0,6.14
朝阳,4,2,224.6,低,1,0,6.88
朝阳,2,1,127.5,高,1,1,4.87
海淀,1,1,70.8,低,1,1,6.53
丰台,1,0,56,低,1,0,5.39
海淀,2,1,64.6,低,1,1,8.97
西城,1,1,36.3,高,1,1,9.94
东城,1,1,97.1,中,1,1,9
丰台,1,0,39.3,中,1,0,5.18
海淀,3,2,87.1,高,1,1,8.66
石景山,2,2,112.5,高,1,0,5
东城,2,0,43.2,中,1,1,9.5
东城,3,1,75.4,高,1,1,8.96
石景山,2,1,86.2,低,1,0,4.64
丰台,2,2,102.5,中,1,0,4.26
朝阳,5,2,251.7,中,0,0,5.67
石景山,2,1,57.5,中,1,0,3.85
东城,2,2,121.5,高,1,1,7.98
东城,3,1,69.3,中,1,1,9.13
西城,3,1,140.1,低,0,0,6.21
朝阳,2,1,58.9,高,1,0,5.15
朝阳,1,1,72,高,1,0,5.97
石景山,2,1,88.2,低,1,0,6.46
丰台,2,1,61.3,高,0,0,4.86
石景山,1,1,51.1,中,1,0,4.78
朝阳,3,1,84.2,低,1,1,6.23
东城,2,1,143.9,低,1,1,6.43
东城,2,0,45.9,中,1,0,8.85
朝阳,2,1,84.7,中,1,0,4.6
海淀,3,0,64.4,中,1,0,6.9
西城,1,1,40.9,低,1,1,9.55
东城,3,1,71.4,低,1,1,10.45
东城,2,2,90.8,低,1,0,6.85
石景山,2,1,64.7,中,1,0,3.47
朝阳,2,1,110.4,中,1,0,6.5
石景山,2,1,87,高,0,0,4.49
丰台,1,0,48.3,低,0,0,4.61
东城,1,1,65.3,高,1,1,9.32
西城,1,1,53.9,中,1,1,8.85
朝阳,3,2,143,中,1,0,4.91
西城,2,1,64,中,1,1,8.82
丰台,1,1,37.6,低,1,0,5.64
东城,3,1,62.9,中,1,0,7.76
海淀,2,1,60.5,低,1,0,8.16
朝阳,3,2,155.6,高,1,0,6.82
丰台,2,1,69.7,中,1,0,3.86
朝阳,3,1,78,高,1,0,5.44
海淀,3,2,115.8,中,1,0,7.47
东城,3,1,63.4,中,1,0,9.49
海淀,2,1,93.5,中,1,1,9.14
东城,2,1,57.7,中,1,0,7.44
朝阳,3,2,164.1,中,1,0,5.21
朝阳,2,2,93.9,低,1,0,5.61
东城,4,2,128.6,高,1,1,7.83
海淀,2,1,87.8,低,0,0,5.19
丰台,1,1,62.5,低,0,0,4.57
朝阳,3,2,139.6,中,0,0,6.1
朝阳,2,2,95.5,低,0,0,6.16
海淀,2,1,89,低,0,0,4.91
朝阳,2,2,99.4,中,1,0,5.25
丰台,3,2,119.4,中,1,0,4.11
丰台,3,2,104,低,1,0,6.38
东城,2,1,55.6,低,1,0,7.8
丰台,2,1,152.8,低,1,0,4.26
丰台,1,0,36.6,中,1,0,5.39
东城,3,2,205.8,中,1,0,8.54
海淀,4,2,129.3,高,0,0,5.64
海淀,2,1,71.7,高,1,0,5.97
海淀,3,2,122.6,中,1,0,6.95
丰台,1,1,67.3,低,0,0,4.22
丰台,5,2,282.5,高,1,0,4.19
海淀,2,1,88.3,中,1,0,6.1
东城,2,1,94.8,中,1,1,6.68
西城,3,1,115,低,1,0,8.21
石景山,3,1,92.8,高,1,0,4.96
丰台,2,2,77.3,高,1,0,5.81
朝阳,1,0,57.5,低,1,0,5.17
西城,2,1,49.1,高,1,1,11.07
海淀,2,1,50.2,低,1,1,9.43
东城,2,2,252.1,中,1,0,6.72
西城,2,1,122.9,中,1,1,9.17
海淀,3,2,152.1,中,1,0,5.53
朝阳,3,2,126.8,高,1,0,6.23
西城,1,1,62.5,高,1,0,7.93
海淀,2,1,49.5,中,1,1,7.42
丰台,2,1,71.2,低,1,0,5.55
朝阳,3,2,84.6,低,1,0,6.36
东城,3,1,75.6,低,1,1,10.02
西城,1,1,52.2,低,1,1,9.61
海淀,2,1,90.5,中,1,1,7.2
朝阳,3,2,91.9,高,1,1,7.41
丰台,1,1,53.3,高,1,0,4.64
东城,3,2,193.8,高,1,1,6.16
东城,2,1,107.1,高,1,1,7.23
丰台,2,2,110.4,高,1,0,6.33
丰台,2,1,93.7,高,0,0,4.24
东城,2,1,84.3,中,1,1,7.89
西城,3,1,80.5,中,1,1,10.13
海淀,2,1,67,低,1,0,7.62
石景山,1,1,41.3,低,1,0,4.18
丰台,2,2,91.8,中,0,0,4.71
石景山,3,1,63.8,中,0,0,4.15
西城,2,2,92.2,低,1,1,11.29
东城,1,1,59.6,低,1,1,6.96
丰台,4,2,116.7,高,1,0,4.39
东城,2,1,68.6,低,1,1,10.5
海淀,3,1,127.2,中,0,1,5.71
东城,3,1,162.5,中,1,0,7.07
朝阳,1,1,58.7,高,1,0,6.44
海淀,1,1,50.8,中,1,0,7.1
东城,2,1,69.1,中,1,1,8.65
东城,3,2,167.6,中,1,1,6.71
朝阳,2,1,108.9,中,1,0,5.31
东城,2,1,109,中,1,1,7.88
丰台,2,1,70.1,高,0,0,3.4
海淀,5,2,258.1,高,1,1,7.1
丰台,2,1,64.5,中,1,0,4.06
石景山,2,1,56.1,高,1,0,4.19
海淀,3,2,130.8,低,1,0,6.27
海淀,3,2,150.7,中,1,0,6.41
丰台,2,1,84.2,中,1,0,4.25
朝阳,1,0,42.6,低,1,0,4.56
东城,3,2,178.9,高,1,0,8.3
海淀,2,1,83.6,中,1,1,9.32
海淀,2,1,62.4,低,1,1,7.69
海淀,2,1,83.4,高,0,0,4.9
丰台,2,1,74.4,高,0,0,3.9
东城,2,1,70.5,高,1,1,8.63
朝阳,2,1,109.4,中,1,0,4.57
朝阳,1,1,42.4,高,1,0,4.74
海淀,2,2,93.2,低,1,0,6.82
丰台,3,1,104.3,高,0,0,4.64
石景山,2,1,58.7,高,0,0,4.51
海淀,2,2,107,低,0,1,8.46
西城,1,1,54.7,高,0,1,9.26
东城,2,1,71.3,中,1,1,8.73
东城,2,1,61.9,高,1,0,6.66
西城,2,1,63.3,高,1,1,11.06
石景山,2,1,57.3,高,1,0,4.89
石景山,2,1,62.5,高,0,0,4.51
东城,1,1,38,中,1,0,8.08
石景山,2,1,75.3,中,1,0,4.94
丰台,2,1,55,高,1,0,5.42
东城,1,1,80.9,高,0,0,5.93
海淀,2,1,78.3,高,1,0,5.87
东城,2,1,57.2,中,1,1,7.13
石景山,2,1,64.4,中,1,0,4.16
朝阳,3,2,194.5,低,1,0,7.62
朝阳,1,1,71.2,低,1,1,6.56
丰台,1,1,51.7,低,1,0,4.95
丰台,2,1,102.5,中,0,0,4.93
东城,1,1,75.8,中,1,0,8.11
丰台,3,1,142.7,中,1,0,4.47
东城,2,1,55.5,高,1,1,6.94
丰台,3,2,104.8,中,1,0,5.14
海淀,3,2,143.6,中,0,0,6.03
丰台,2,2,111.4,高,0,0,3.62
西城,3,1,197.9,高,1,0,7.87
朝阳,2,1,66.8,中,1,0,6.09
石景山,2,2,116.3,低,1,0,5.76
丰台,2,1,48.6,高,0,0,4.81
西城,3,1,102.3,中,1,0,7.09
丰台,3,2,126,低,0,0,4.22
石景山,2,1,59,低,0,0,3.85
西城,1,0,53.7,中,0,0,6.74
朝阳,3,2,228.6,低,1,0,7.06
丰台,1,1,75.5,中,0,0,4.04
丰台,3,3,160.2,高,1,0,4.29
西城,1,1,44.8,高,0,1,8.85
丰台,2,2,103.4,低,1,0,4.24
石景山,2,1,64.5,中,0,0,3.86
朝阳,2,1,105.4,低,1,1,6.55
东城,3,2,155.4,中,1,0,6.44
朝阳,3,1,82.8,高,1,0,4.98
西城,1,1,58.2,中,1,1,10.88
东城,1,1,65.9,低,0,0,6.09
海淀,2,1,114.6,中,1,1,9.05
东城,2,1,56.1,高,1,0,8.69
丰台,1,1,101.2,低,1,1,5.35
西城,1,1,41.2,低,1,1,8.41
朝阳,1,0,61.4,中,1,0,5.12
海淀,3,1,80.3,高,1,1,9.25
海淀,2,2,79.8,中,0,0,6.66
东城,1,1,56.9,中,1,1,8.06
东城,2,2,88.1,高,1,0,6.49
海淀,2,1,58.8,高,0,1,8.25
朝阳,2,2,103.3,中,1,1,6.14
海淀,2,1,69,中,0,0,5.43
丰台,3,1,81.9,高,1,1,4.26
朝阳,3,1,141.6,低,1,0,4.81
海淀,3,2,116,低,1,1,7.43
西城,3,1,98,高,1,1,8.78
东城,4,2,247.5,低,1,0,5.21
西城,3,1,51.4,中,1,1,11.55
朝阳,2,1,52.4,低,1,0,6.49
朝阳,2,2,150.7,高,1,0,6.06
海淀,3,1,146.2,高,1,1,9.57
朝阳,1,1,63.1,中,1,0,6.23
石景山,2,1,86.7,低,1,0,5.77
丰台,4,2,165.6,低,1,0,5.05
海淀,2,2,85.4,高,1,0,7.27
西城,2,0,53,中,1,1,9.01
西城,2,1,49.7,高,1,1,8.27
丰台,2,1,99.2,低,0,0,4.31
丰台,1,1,65.1,中,1,0,4.19
石景山,2,2,108.2,低,0,0,4.21
东城,2,1,59.7,高,1,1,8.17
石景山,2,1,54.2,低,0,0,4.56
海淀,2,1,56.7,中,1,1,8.03
石景山,1,1,46.3,中,0,0,3.81
东城,2,1,80.7,中,1,1,7.77
西城,3,1,86.8,高,1,0,8.88
西城,1,1,46.9,高,1,1,9.13
海淀,4,2,251,高,0,0,5.45
海淀,2,1,103.7,高,1,1,7.4
朝阳,2,1,74.3,中,0,0,5.26
海淀,2,1,70.8,中,1,0,5.61
丰台,1,1,49.7,高,1,1,5.71
东城,2,2,102.5,中,1,1,6.74
丰台,2,2,118.4,中,1,0,4.87
丰台,2,1,61.1,中,1,0,4.33
西城,2,0,41.5,低,1,0,10.06
西城,3,1,82.4,低,1,0,8.03
东城,2,2,123.7,低,1,0,9.1
丰台,3,2,149,中,0,0,5.34
海淀,2,1,70.6,低,1,0,7.09
东城,2,1,70.5,中,1,1,8.76
海淀,2,1,117.8,中,0,0,6.45
海淀,3,2,130.7,中,1,0,7.9
海淀,2,1,50.1,中,1,0,6.62
海淀,1,1,53,高,0,1,7.55
朝阳,2,2,94.1,高,1,0,6.73
西城,3,1,126.5,高,1,0,8.76
朝阳,2,2,103,低,1,0,5.15
朝阳,2,1,45.1,中,1,0,5.57
丰台,1,1,63.5,低,0,0,5.02
石景山,2,1,70.9,低,1,0,3.59
石景山,3,1,61.5,中,0,0,3.92
西城,2,1,64.1,低,0,0,5.85
石景山,2,2,113.5,高,1,0,6.48
海淀,4,2,270.7,中,1,1,6.85
海淀,1,1,63.8,中,0,0,5.94
朝阳,2,2,103.5,中,1,0,6.45
海淀,2,1,54,高,0,1,6.57
石景山,2,1,49.7,高,1,0,4.76
海淀,2,1,72.6,高,0,1,6.91
西城,3,1,72.3,中,1,0,10.32
石景山,3,2,105.3,高,0,0,5.81
石景山,2,1,65.2,高,0,0,3.73
西城,2,1,70.9,高,1,1,8.6
东城,1,1,57,低,1,1,7.25
朝阳,3,2,146.7,低,1,1,7.1
东城,4,2,266,中,1,1,8.73
石景山,3,2,142.6,低,1,0,6.39
朝阳,2,1,78.5,低,1,1,5.42
海淀,3,1,95.1,中,1,0,6.93
东城,1,1,36.1,高,1,0,6.86
东城,2,1,117.5,中,1,1,9.04
东城,3,1,71.8,中,1,1,6.99
海淀,2,1,58.8,高,1,0,6.58
海淀,3,0,77.8,中,1,0,8
东城,3,1,89.2,中,1,0,6.82
海淀,3,1,74.8,高,1,1,7.65
东城,3,1,78.8,高,1,1,6.96
海淀,3,1,115.3,低,1,0,6.16
西城,3,1,73.9,低,1,0,9.45
丰台,3,2,208.5,低,1,0,5.59
朝阳,3,2,144.6,高,1,1,6.5
海淀,2,0,55.5,低,1,0,6.34
东城,3,1,130.5,低,1,1,8.18
东城,2,1,50.9,高,1,0,8.48
东城,1,1,82.9,中,1,0,6.08
朝阳,4,2,148.8,低,1,0,5.39
东城,3,2,221.4,高,1,0,6.68
朝阳,2,2,96.1,高,1,0,6.19
西城,3,1,89.4,高,0,0,6.45
朝阳,2,1,81.9,高,1,0,5.86
石景山,2,1,68.7,高,1,0,3.59
石景山,2,1,60,高,1,0,4.32
东城,3,1,63,高,1,1,8.57
石景山,2,1,61.6,高,1,0,4.16
海淀,4,2,204.2,中,0,0,5.79
西城,2,1,63.9,低,1,0,6.97
朝阳,3,2,173.9,中,1,0,6.12
丰台,2,2,104.9,中,0,0,3.61
朝阳,4,2,202.3,高,0,0,6.5
丰台,1,1,52.9,低,1,0,3.94
西城,1,1,58.4,低,1,1,9.97
丰台,3,1,104.8,高,1,0,5.29
西城,3,0,88.2,中,1,1,10.19
东城,1,1,63.1,低,1,0,6.11
石景山,2,1,65.8,低,1,0,3.91
石景山,2,1,60.9,高,1,0,3.49
西城,1,1,36.5,高,1,1,11.04
石景山,2,1,71.1,高,1,0,4.5
朝阳,2,1,72.7,高,1,0,5.89
丰台,2,2,104.4,高,0,0,4.26
朝阳,2,2,96.2,高,1,1,5.29
海淀,1,1,42.9,高,1,0,8.48
石景山,2,1,74.5,低,1,0,4.05
海淀,3,2,148.8,高,1,0,6.99
东城,3,1,106.1,低,1,1,7.02
海淀,2,1,61,低,1,1,9.76
石景山,2,1,70.7,中,0,0,3.36
西城,2,1,51.8,低,1,0,9.89
朝阳,2,1,96.2,高,1,0,6.59
东城,2,1,70.9,高,1,1,8.2
西城,1,1,64.7,高,1,0,6.61
朝阳,2,1,54.5,中,1,0,5.84
西城,2,1,66,中,1,0,7.46
朝阳,2,1,116,中,1,1,4.76
石景山,1,1,66.7,低,1,0,5.34
丰台,2,1,64.1,中,1,0,4.18
丰台,2,2,126.5,高,1,0,5.51
海淀,3,2,135.4,中,1,1,7.31
海淀,2,1,53.6,中,1,1,8.98
西城,2,0,59.7,低,1,0,8.87
东城,2,1,93.5,高,1,0,6.93
朝阳,2,1,91,高,1,0,5.43
石景山,1,0,53.9,高,1,0,4.74
石景山,2,1,91.1,高,1,0,5.07
东城,2,1,61.6,高,0,1,8.32
海淀,3,1,91.1,中,1,0,5.84
东城,3,2,126,高,1,0,6.46
丰台,3,2,116.2,低,1,0,6.07
西城,2,1,75.8,高,0,1,9.32
朝阳,3,2,146.7,低,1,0,6.78
海淀,2,1,56.1,中,0,0,5.13
东城,2,2,90.4,中,1,0,9.74
东城,1,1,55.4,高,1,1,9.15
丰台,2,1,88.7,低,1,0,5.38
石景山,2,2,53.9,高,1,0,4.13
西城,2,1,93.9,低,1,0,8.08
西城,1,0,63.1,中,1,0,8.12
西城,3,1,67.3,中,1,1,12.35
西城,4,2,268,低,1,1,7.21
丰台,2,2,115,低,1,0,4.92
海淀,2,1,57.5,中,1,1,9.96
西城,1,0,133.1,中,1,0,6.15
朝阳,2,1,57.9,中,1,1,6.31
朝阳,1,1,71.1,中,1,0,5.72
海淀,1,0,39.5,中,1,0,6.62
海淀,1,1,57.6,中,0,0,5.41
丰台,2,2,79.3,低,0,0,5.82
西城,2,1,59.8,高,0,1,10.78
西城,2,1,64.5,中,1,1,11.72
东城,2,1,51.3,中,1,0,7.94
朝阳,2,1,86.5,中,1,0,7.1
丰台,3,0,55.3,中,1,0,5.57
石景山,3,1,91.4,中,0,0,4.52
石景山,3,2,151.8,中,1,0,5.82
海淀,1,1,48.6,低,1,0,8.23
丰台,1,1,61,低,1,0,5.09
朝阳,1,1,42.9,中,1,0,5.73
丰台,2,1,110,中,1,1,5.11
西城,2,1,54.6,低,1,0,9.4
东城,2,1,58.6,高,1,1,7.06
朝阳,3,2,172,高,1,1,7.78
东城,3,2,141,中,1,0,7.46
石景山,3,2,145.3,中,1,0,4.9
东城,2,1,74.5,高,1,0,6.11
东城,2,1,60,高,1,0,6.86
海淀,2,1,94.5,高,0,0,6.05
西城,2,1,55.1,中,1,1,8.49
丰台,3,1,66.7,低,1,0,5.17
海淀,4,2,141.6,高,1,1,6.55
丰台,2,1,96.8,中,1,0,5.72
朝阳,3,2,164,中,1,0,5.46
东城,2,1,63.4,高,1,1,9.52
石景山,2,1,89.1,低,0,0,3.55
海淀,3,2,113.4,中,1,0,6.51
东城,3,2,145.7,高,1,0,8.83
朝阳,1,0,52.7,高,1,0,6.2
海淀,2,1,95.6,低,1,1,6.84
西城,2,1,69.6,高,1,1,10.23
东城,2,1,167.2,高,1,0,6.16
东城,1,0,66.9,低,1,0,5.52
朝阳,3,1,126.6,中,1,1,5.24
海淀,2,1,88.5,中,1,1,6.41
东城,2,1,58.8,低,1,1,7.02
石景山,2,1,105.8,低,1,0,3.78
海淀,2,1,59.2,中,0,0,7.18
东城,3,0,74.6,低,1,0,7.91
海淀,1,1,77,中,1,0,5.55
东城,1,1,38.2,低,1,0,9.84
东城,2,1,94.7,低,1,0,6.07
朝阳,2,1,75.4,高,1,1,5.13
朝阳,2,1,80.5,中,1,1,5.36
朝阳,1,1,58.8,低,1,0,5.41
海淀,2,1,65.5,中,1,1,8.46
海淀,2,1,56.5,中,1,1,7.8
西城,3,1,79.9,低,1,1,9.98
东城,1,2,127.9,低,1,1,6.2
丰台,1,1,64.4,中,1,0,4.69
海淀,3,1,81.1,中,1,0,8.06
西城,3,1,206.3,中,1,1,7.42
海淀,1,1,61.5,低,1,0,6.04
西城,2,1,53.7,低,1,0,8.69
朝阳,3,2,110.7,中,1,1,5.31
东城,1,0,36.9,高,1,0,7.75
丰台,1,0,55.8,中,1,0,5.12
石景山,1,1,71.6,低,1,0,4.55
东城,2,1,56.6,低,1,1,9.59
东城,3,2,156.9,中,1,0,6.31
西城,3,1,121.4,中,1,1,9.48
东城,3,2,249.3,低,1,1,5.94
西城,2,1,49.4,中,1,1,10.06
石景山,1,1,67.1,低,0,0,5.1
石景山,2,1,92.6,中,0,0,4.79
朝阳,5,2,284.5,低,0,0,5.98
海淀,2,2,120.5,中,0,0,5.73
丰台,2,1,76.8,高,1,0,4.46
丰台,2,1,99.5,低,1,0,4.25
丰台,2,1,75.2,高,1,0,4.6
东城,3,2,155.6,低,1,1,7.61
石景山,1,1,40.7,高,0,0,4.57
海淀,1,1,39.4,高,1,1,8.34
石景山,2,1,56.1,中,0,0,3.86
海淀,3,1,100.3,中,0,1,7.36
西城,2,1,53.8,低,1,1,11.14
丰台,2,1,71.8,低,1,0,5.14
石景山,3,1,82.7,高,1,0,4.24
朝阳,1,0,41.1,中,1,0,5.38
海淀,3,2,150.6,中,0,0,6.31
东城,1,1,69.9,中,1,1,7.85
西城,2,1,71.8,中,1,0,10.03
丰台,2,1,63.2,中,1,0,3.98
东城,2,0,55.6,低,1,1,8.28
丰台,3,2,111.9,高,1,0,4.89
丰台,2,1,147.5,中,1,0,4.12
东城,2,1,59.8,高,1,1,7.21
